year,srcOrganization,srcOrganizationTypes,amountUSD
2022.0,Estonia,Government,252336.0
2022.0,Hungary,,0.0
2022.0,Iceland,Government,619959.0
2022.0,New Zealand,Government,4635225.0
2022.0,Slovenia,,0.0
2022.0,UNICEF National Committee/Japan,Foundation/private,120303.0
2022.0,UNICEF National Committee/Netherlands,Foundation/private,69827.0
2022.0,UNICEF National Committee/United Kingdom,,0.0
2022.0,ACF - France Action Contre la Faim,,0.0
2022.0,Norwegian Refugee Council,,0.0
2022.0,Oman,,0.0
2022.0,Sheikh Thani Bin Abdullah Foundation for Humanitarian Services,,0.0
2022.0,Solidarités International,,0.0
2022.0,Swiss Solidarity,NGO,1042619.0
2022.0,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),Inter-governmental,11343987.0
2022.0,Qatar,,0.0
2022.0,Afghanistan Humanitarian Fund,Pooled fund,149678172.0
2022.0,United States Fund for UNICEF,Foundation/private,4999301.0
2022.0,Start Network,,0.0
2022.0,UN Agencies (Confidential),,0.0
2022.0,Malta,,0.0
2022.0,Qawafil for Relief and Development,,0.0
2022.0,Bosnia & Herzegovina,,0.0
2022.0,Bulgaria,Government,54348.0
2022.0,China,,0.0
2022.0,Education Cannot Wait Fund,,0.0
2022.0,Mexico,,0.0
2022.0,United Nations Population Fund,,0.0
2022.0,Aktion Deutschland Hilft,,0.0
2022.0,Dutch Relief Alliance,,0.0
2022.0,Kuwait Red Crescent Society,Red Cross,300000.0
2022.0,Oxfam Australia,,0.0
2022.0,Qatar Charity,,0.0
2022.0,UNICEF National Committee/Canada,Foundation/private,155043.0
2022.0,United Nations Development Programme,,0.0
2022.0,United Nations Foundation,Foundation/private,174366.0
2022.0,War Child Canada,,0.0
2022.0,Caritas Germany (DCV),,0.0
2022.0,Danish Committee for Aid to Afghan Refugees,,0.0
2022.0,UNICEF National Committee/Denmark,Foundation/private,11293.0
2022.0,ActionAid International,,0.0
2022.0,Asian Development Bank,Inter-governmental,380000000.0
2022.0,COVID-19 Humanitarian Thematic Fund,,0.0
2022.0,Disaster Emergency Committee Coronavirus Appeal,,0.0
2022.0,Kuwait,Government,5000000.0
2022.0,Oxfam,,0.0
2022.0,PATRIP Foundation,,0.0
2022.0,UNDP Administered Trust Fund,UN agency,9853024.0
2022.0,UNICEF National Committee/New Zealand,Foundation/private,50990.0
2022.0,United Nations Office for Project Services,,0.0
2022.0,World Bank,Inter-governmental,169000000.0
2022.0,Cyprus,,0.0
2022.0,Faeroe Islands,,0.0
2022.0,GAVI Alliance,,0.0
2022.0,Jersey Overseas Aid,Other,319148.0
2022.0,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),Pooled fund,13452672.0
2022.0,Oxfam International,NGO,53687.0
2022.0,Portugal,,0.0
2022.0,Save the Children,NGO,2292906.0
2022.0,Special Trust Fund for Afghanistan,Pooled fund,15894189.0
2022.0,Thailand,,0.0
2022.0,UN Multi-Partner Trust Fund,UN agency,22527176.0
2022.0,World Vision International,,0.0
2022.0,Disasters Emergency Committee (UK),NGO,59840424.0
2022.0,Guyana,Government,25000.0
2022.0,Malaysia,Government,100000.0
2022.0,Philippines,Government,200000.0
2022.0,Red Crescent Society of the United Arab Emirates,Red Cross,180362.0
2022.0,UNICEF National Committee/Australia,Foundation/private,105411.0
2022.0,UNICEF National Committee/Austria,Foundation/private,92438.0
2022.0,UNICEF National Committee/Czech Republic,Foundation/private,45555.0
2022.0,UNICEF National Committee/Germany,Foundation/private,8654040.0
2022.0,UNICEF National Committee/Iceland,Foundation/private,4930.0
2022.0,UNICEF National Committee/Italy,Foundation/private,525210.0
2022.0,UNICEF National Committee/Korea (Republic of),Foundation/private,170015.0
2022.0,UNICEF National Committee/Luxembourg,Foundation/private,414214.0
2022.0,UNICEF National Committee/Poland,Foundation/private,80798.0
2022.0,UNICEF National Committee/Portugal,Foundation/private,29318.0
2022.0,UNICEF National Committee/Sweden,Foundation/private,3992.0
2022.0,UNICEF National Committees,Foundation/private,5100.0
2022.0,Unitaid,Foundation/private,57780.0
2022.0,United States Fund For UNICEF,Foundation/private,392000.0
